701539,8.395e-05,6.187e-05,4.202e-05,1.011e-05,1e-05
701540,6.972e-05,6.189e-05,4.2e-05,1e-05,1e-05
701541,6.973e-05,6.19e-05,4.203e-05,1e-05,1e-05
701542,6.978e-05,6.191e-05,4.203e-05,1e-05,1e-05
701543,6.977e-05,6.194e-05,4.21e-05,1e-05,1e-05
701544,6.977e-05,5.041e-05,4.21e-05,1e-05,1e-05
701545,6.979e-05,5.041e-05,4.21e-05,1e-05,1e-05
701546,6.979e-05,4.466e-05,4.204e-05,1e-05,1e-05
701547,6.98e-05,4.465e-05,4.031e-05,1e-05,1e-05
701548,6.98e-05,4.465e-05,3.105e-05,1e-05,1e-05
701549,6.98e-05,4.464e-05,3.105e-05,1e-05,1e-05
701550,6.98e-05,4.464e-05,3.105e-05,1e-05,1e-05
701551,6.98e-05,4.462e-05,3.105e-05,1e-05,1e-05
701552,6.206e-05,4.46e-05,3.105e-05,1e-05,1e-05
701554,6.206e-05,4.461e-05,3.105e-05,1e-05,1e-05
701555,6.205e-05,4.461e-05,3.105e-05,1.011e-05,1e-05
701556,6.205e-05,4.46e-05,3.106e-05,1.011e-05,1e-05
701557,6.205e-05,4.46e-05,3.106e-05,1e-05,1e-05
701558,6.98e-05,4.46e-05,3.106e-05,1e-05,1e-05
701559,6.981e-05,4.46e-05,3.105e-05,1e-05,1e-05
701561,6.982e-05,4.201e-05,3.103e-05,1e-05,1e-05
701562,6.982e-05,4.201e-05,3.103e-05,1e-05,1e-05
701564,6.983e-05,4.203e-05,3.102e-05,1e-05,1e-05
701565,6.983e-05,4.203e-05,3.003e-05,1e-05,1e-05
701566,6.984e-05,4.203e-05,3.003e-05,1e-05,1e-05
701567,6.984e-05,4.206e-05,3.003e-05,1e-05,1e-05
701568,6.984e-05,4.453e-05,3.003e-05,1e-05,1e-05
701570,6.986e-05,4.453e-05,3.003e-05,1e-05,1e-05
701572,6.986e-05,4.454e-05,3.002e-05,1e-05,1e-05
701573,6.986e-05,4.455e-05,3.002e-05,1e-05,1e-05
701574,6.987e-05,4.455e-05,3.002e-05,1e-05,1e-05
701575,6.987e-05,4.461e-05,3.002e-05,1e-05,1e-05
701576,6.988e-05,4.461e-05,3.002e-05,1e-05,1e-05
701578,6.988e-05,4.467e-05,3.101e-05,1e-05,1e-05
701579,6.988e-05,4.467e-05,3.101e-05,1e-05,1e-05
701581,6.989e-05,4.466e-05,4.026e-05,1e-05,1e-05
701583,6.99e-05,4.468e-05,4.022e-05,1e-05,1e-05
701585,6.989e-05,4.21e-05,4.022e-05,1e-05,1e-05
701586,6.99e-05,4.21e-05,3.1e-05,1e-05,1e-05
701587,6.99e-05,4.21e-05,3.1e-05,1e-05,1e-05
701588,6.99e-05,4.21e-05,3.1e-05,1e-05,1e-05
701589,7.632e-05,4.468e-05,3.1e-05,1e-05,1e-05
701590,7.98e-05,4.468e-05,3.1e-05,1e-05,1e-05
701591,7.988e-05,5.658e-05,4.022e-05,1e-05,1e-05
701592,8.409e-05,7.64e-05,4.468e-05,1e-05,1e-05
701597,9.621e-05,8.397e-05,8.014e-05,1e-05,1e-05
701598,9.165e-05,8.399e-05,8.016e-05,1e-05,1e-05
701599,9.625e-05,8.413e-05,8.399e-05,1e-05,1e-05
701601,9.63e-05,8.413e-05,8.399e-05,1e-05,1e-05
701602,9.633e-05,8.414e-05,8.403e-05,1e-05,1e-05
701603,8.793e-05,8.412e-05,8.4e-05,1e-05,1e-05
701604,8.793e-05,8.413e-05,8.402e-05,1e-05,1e-05
701605,8.793e-05,8.413e-05,8.402e-05,1e-05,1e-05
701606,8.413e-05,8.413e-05,8.404e-05,1e-05,1e-05
701607,8.413e-05,8.413e-05,8.405e-05,1e-05,1e-05
701608,8.413e-05,8.413e-05,8.406e-05,1e-05,1e-05
701609,9.63e-05,8.413e-05,8.406e-05,1e-05,1e-05
701610,9.624e-05,8.415e-05,8.413e-05,1e-05,1e-05
701611,9.627e-05,8.415e-05,8.413e-05,1e-05,1e-05
701612,9.628e-05,8.414e-05,8.409e-05,1e-05,1e-05
701613,9.628e-05,8.414e-05,8.409e-05,1e-05,1e-05
701614,8.8e-05,8.414e-05,8.41e-05,1e-05,1e-05
701615,8.801e-05,8.414e-05,8.409e-05,1e-05,1e-05
701616,8.801e-05,8.414e-05,8.409e-05,1e-05,1e-05
701617,8.802e-05,8.413e-05,8.409e-05,1e-05,1e-05
701619,8.803e-05,8.413e-05,8.409e-05,1e-05,1e-05
701620,8.807e-05,8.413e-05,8.409e-05,1.011e-05,1e-05
701621,8.809e-05,8.413e-05,8.409e-05,1.011e-05,1e-05
701622,8.81e-05,8.413e-05,8.409e-05,1.011e-05,1e-05
701624,8.811e-05,8.413e-05,8.408e-05,1.011e-05,1e-05
701625,8.812e-05,8.413e-05,8.408e-05,1.011e-05,1e-05
